idx,choice1,choice2,choice3,choice4,choice5,choice6
1693,0.0003628730773925781,0.00868988037109375,0.99072265625,0.00019538402557373047,0.0,0.0
6228,1.7881393432617188e-07,1.0,1.1920928955078125e-06,8.344650268554688e-07,0.0,0.0
2847,0.0003058910369873047,3.5762786865234375e-07,0.99951171875,1.3113021850585938e-06,0.0,0.0
10308,0.0012264251708984375,0.0017957687377929688,0.0002818107604980469,0.99658203125,0.0,0.0
9704,0.00034165382385253906,0.0005035400390625,0.91015625,0.08917236328125,0.0,0.0
5299,1.3113021850585938e-06,5.960464477539063e-08,0.0001659393310546875,1.0,0.0,0.0
14188,0.05792236328125,0.3818359375,0.299560546875,0.2607421875,0.0,0.0
5555,5.0067901611328125e-06,1.0,1.1920928955078125e-07,5.0067901611328125e-06,0.0,0.0
12043,5.960464477539063e-08,1.3709068298339844e-06,1.0,3.993511199951172e-06,0.0,0.0
6547,0.5908203125,0.270263671875,0.117431640625,0.0214080810546875,0.0,0.0
6157,5.304813385009766e-06,0.9931640625,7.802248001098633e-05,0.006809234619140625,0.0,0.0
5709,5.960464477539063e-08,7.748603820800781e-06,1.0,3.5762786865234375e-07,0.0,0.0
2742,0.572265625,0.0017309188842773438,0.00986480712890625,0.416015625,0.0,0.0
2139,5.1021575927734375e-05,2.4616718292236328e-05,0.5,0.5,0.0,0.0
9694,0.00022971630096435547,6.568431854248047e-05,0.99951171875,0.0001461505889892578,8.940696716308594e-06,0.0
9422,0.024200439453125,6.9141387939453125e-06,0.0002830028533935547,0.9755859375,0.0,0.0
5800,1.4781951904296875e-05,3.5762786865234375e-07,0.001190185546875,0.9990234375,0.0,0.0
3525,3.2067298889160156e-05,0.00200653076171875,0.99755859375,0.00017833709716796875,0.0,0.0
7001,0.0003807544708251953,0.03271484375,0.16552734375,0.80126953125,0.0,0.0
9728,0.052520751953125,2.980232238769531e-07,0.9189453125,0.0283203125,0.0,0.0
3913,0.0005359649658203125,0.892578125,0.00046324729919433594,0.106201171875,0.0,0.0
3526,0.99951171875,0.0005478858947753906,0.0,2.384185791015625e-07,0.0,0.0
10109,0.00408172607421875,0.787109375,0.2054443359375,0.003345489501953125,0.0,0.0
5190,0.00102996826171875,0.021514892578125,5.364418029785156e-05,0.9775390625,0.0,0.0
882,0.331787109375,0.0287322998046875,0.63916015625,3.3974647521972656e-06,0.0,0.0
11805,1.0,0.0,6.496906280517578e-06,2.658367156982422e-05,0.0,0.0
5221,0.004322052001953125,0.83203125,0.00031828880310058594,0.1632080078125,0.0,0.0
13339,0.01097869873046875,0.0005331039428710938,0.896484375,0.09185791015625,0.0,0.0
8899,0.00921630859375,8.64267349243164e-06,0.98681640625,0.00386810302734375,6.723403930664062e-05,0.0
11222,0.0173187255859375,0.390380859375,0.5859375,0.006183624267578125,0.0,0.0
14396,0.006885528564453125,0.0012559890747070312,0.00830078125,0.9833984375,0.0,0.0
6440,0.95556640625,1.9490718841552734e-05,0.034210205078125,0.01033782958984375,0.0,0.0
7434,0.89306640625,0.0029430389404296875,0.0665283203125,0.037567138671875,0.0,0.0
8435,0.6318359375,0.0003306865692138672,0.3671875,0.0007081031799316406,0.0,0.0
2568,0.994140625,0.00019502639770507812,0.00431060791015625,0.0011682510375976562,0.0,0.0
4683,0.005523681640625,0.99462890625,1.609325408935547e-05,4.172325134277344e-06,0.0,0.0
8743,7.331371307373047e-05,0.9931640625,0.0065460205078125,2.0563602447509766e-05,0.0,0.0
1748,0.0,1.0,5.960464477539063e-08,0.0,0.0,0.0
4296,0.0031833648681640625,0.389892578125,0.141845703125,0.0278167724609375,0.437255859375,0.0
7141,8.64267349243164e-06,0.5,7.748603820800781e-07,0.5,0.0,0.0
8562,1.7940998077392578e-05,0.56689453125,0.433349609375,2.6166439056396484e-05,0.0,0.0
10760,0.01195526123046875,0.0004856586456298828,0.966796875,0.0206756591796875,0.0,0.0
5150,0.0301666259765625,0.291015625,0.004543304443359375,0.67431640625,0.0,0.0
6893,0.004108428955078125,8.755922317504883e-05,6.139278411865234e-06,0.99560546875,0.0,0.0
1797,0.5693359375,0.421875,0.0035858154296875,0.005237579345703125,0.0,0.0
14566,3.731250762939453e-05,0.09576416015625,0.88720703125,0.0171356201171875,0.0,0.0
63,0.0020236968994140625,0.0345458984375,0.962890625,0.0005927085876464844,0.0,0.0
14321,0.139892578125,0.84228515625,0.00270843505859375,0.014923095703125,0.0,0.0
2622,0.01309967041015625,0.89404296875,0.08929443359375,0.0035724639892578125,0.0,0.0
6752,0.99365234375,0.0001780986785888672,1.5676021575927734e-05,0.005962371826171875,0.0,0.0
6885,8.469820022583008e-05,6.556510925292969e-06,1.0,4.088878631591797e-05,0.0,0.0
12035,0.027008056640625,0.03546142578125,0.348388671875,0.58935546875,0.0,0.0
1765,0.0006542205810546875,3.337860107421875e-06,0.9990234375,8.90493392944336e-05,0.0,0.0
750,0.001308441162109375,0.9970703125,0.0009326934814453125,0.0006165504455566406,0.0,0.0
2560,8.344650268554688e-07,2.6941299438476562e-05,0.85888671875,0.1412353515625,0.0,0.0
2083,0.304443359375,3.6954879760742188e-06,0.66162109375,0.033843994140625,0.0,0.0
8862,0.0,1.0669231414794922e-05,1.0,2.8014183044433594e-06,0.0,0.0
2154,6.365776062011719e-05,4.827976226806641e-06,0.99951171875,0.00033283233642578125,0.0,0.0
5883,1.1920928955078125e-05,0.6044921875,0.008148193359375,0.0015697479248046875,0.3857421875,0.0
3352,0.97021484375,0.0093994140625,0.002933502197265625,0.017486572265625,0.0,0.0
10304,0.011077880859375,0.85400390625,0.0269775390625,0.1080322265625,0.0,0.0
14512,0.00018513202667236328,0.0156097412109375,0.984375,3.3974647521972656e-05,0.0,0.0
76,7.748603820800781e-07,2.288818359375e-05,1.0,3.814697265625e-06,0.0,0.0
4130,0.3974609375,0.58056640625,0.0221099853515625,0.00011098384857177734,0.0,0.0
9188,0.00021564960479736328,0.110107421875,0.88671875,0.0029201507568359375,0.0,0.0
2385,0.126708984375,0.0950927734375,0.77197265625,0.00617218017578125,0.0,0.0
11574,0.2998046875,0.01222991943359375,0.340087890625,0.340087890625,0.0075836181640625,0.0
631,0.0003833770751953125,0.990234375,0.00926971435546875,7.867813110351562e-06,0.0,0.0
2905,0.99853515625,0.00018227100372314453,1.5616416931152344e-05,0.0010786056518554688,0.0,0.0
11245,0.0080413818359375,0.336669921875,0.56298828125,0.0924072265625,0.0,0.0
7385,0.008514404296875,0.0576171875,0.931640625,0.002353668212890625,0.0,0.0
880,0.173828125,0.80517578125,0.01971435546875,0.0010747909545898438,0.0,0.0
6605,1.0132789611816406e-06,2.384185791015625e-06,0.98828125,0.01190948486328125,0.0,0.0
5622,0.00020420551300048828,0.03125,0.017608642578125,0.951171875,0.0,0.0
8052,2.1755695343017578e-05,0.0003426074981689453,2.0623207092285156e-05,0.99951171875,0.0,0.0
10818,1.0,0.0,1.7881393432617188e-06,3.5762786865234375e-07,0.0,0.0
400,0.0,0.99755859375,0.00264739990234375,1.7881393432617188e-07,0.0,0.0
11689,0.1854248046875,0.014373779296875,0.7890625,0.01111602783203125,0.0,0.0
134,0.0008554458618164062,0.38671875,7.152557373046875e-07,0.6123046875,0.0,0.0
251,0.00025463104248046875,0.0270843505859375,0.95068359375,0.022003173828125,0.0,0.0
9743,0.00301361083984375,0.025634765625,0.93408203125,0.037109375,0.0,0.0
3749,0.00024700164794921875,0.00015091896057128906,0.99951171875,0.0,0.0,0.0
8878,0.0,0.0,1.0,1.3709068298339844e-06,0.0,0.0
4909,0.0002868175506591797,0.99658203125,0.003345489501953125,2.980232238769531e-07,0.0,0.0
7649,0.148193359375,0.03387451171875,0.8154296875,0.0026702880859375,0.0,0.0
7728,1.0,2.205371856689453e-06,0.00011301040649414062,2.980232238769531e-07,0.0,0.0
13576,0.81298828125,0.0226898193359375,0.02587890625,0.138671875,0.0,0.0
10036,0.70166015625,0.0276641845703125,0.269775390625,0.001132965087890625,0.0,0.0
